date,close,high,low,volume
2017-03-31,2362.72,2370.35,2362.6,3354110000
2017-04-03,2358.84,2365.87,2344.73,3416400000
2017-04-04,2360.16,2360.53,2350.72,3206240000
2017-04-05,2352.95,2378.36,2350.52,3770520000
2017-04-06,2357.49,2364.16,2348.9,3201920000
2017-04-07,2355.54,2363.76,2350.74,3053150000
2017-04-10,2357.16,2366.37,2351.5,2785410000
2017-04-11,2353.78,2355.22,2337.25,3117420000
2017-04-12,2344.93,2352.72,2341.18,3196950000
2017-04-13,2328.95,2348.26,2328.95,3143890000
2017-04-17,2349.01,2349.14,2332.51,2824710000
2017-04-18,2342.19,2348.35,2334.54,3269840000
2017-04-19,2338.17,2352.63,2335.05,3519900000
2017-04-20,2355.84,2361.37,2340.91,3647420000
2017-04-21,2348.69,2356.18,2344.51,3503360000
2017-04-24,2374.15,2376.98,2369.19,3690650000
2017-04-25,2388.61,2392.48,2381.15,3995240000
2017-04-26,2387.45,2398.16,2386.78,4105920000
2017-04-27,2388.77,2392.1,2382.68,4098460000
2017-04-28,2384.2,2393.68,2382.36,3718270000
2017-05-01,2388.33,2394.49,2384.83,3199240000
2017-05-02,2391.17,2392.93,2385.82,3813680000
2017-05-03,2388.13,2389.82,2379.75,3893990000
2017-05-04,2389.52,2391.43,2380.35,4362540000
2017-05-05,2399.29,2399.29,2389.38,3540140000
2017-05-08,2399.38,2401.36,2393.92,3429440000
2017-05-09,2396.92,2403.87,2392.44,3653590000
2017-05-10,2399.63,2399.74,2392.79,3643530000
2017-05-11,2394.44,2395.72,2381.74,3727420000
2017-05-12,2390.9,2392.44,2387.19,3305630000
2017-05-15,2402.32,2404.05,2393.94,3473600000
2017-05-16,2400.67,2405.77,2396.05,3420790000
2017-05-17,2357.03,2384.87,2356.21,4163000000
2017-05-18,2365.72,2375.74,2352.72,4319420000
2017-05-19,2381.73,2389.06,2370.43,3825160000
2017-05-22,2394.02,2395.46,2386.92,3172830000
2017-05-23,2398.42,2400.85,2393.88,3213570000
2017-05-24,2404.39,2405.58,2397.99,3389900000
2017-05-25,2415.07,2418.71,2408.01,3535390000
2017-05-26,2415.82,2416.68,2412.2,2805040000
2017-05-30,2412.91,2415.26,2409.43,3203160000
2017-05-31,2411.8,2415.99,2403.59,4516110000
2017-06-01,2430.06,2430.06,2413.54,3857140000
2017-06-02,2439.07,2440.23,2427.71,3461680000
2017-06-05,2436.1,2439.55,2434.32,2912600000
2017-06-06,2429.33,2436.21,2428.12,3357840000
2017-06-07,2433.14,2435.28,2424.75,3572300000
2017-06-08,2433.79,2439.27,2427.94,3728860000
2017-06-09,2431.77,2446.2,2415.7,4027340000
2017-06-12,2429.39,2430.38,2419.97,4027750000
2017-06-13,2440.35,2441.49,2431.28,3275500000
2017-06-14,2437.92,2443.75,2428.34,3555590000
2017-06-15,2432.46,2433.95,2418.53,3353050000
2017-06-16,2433.15,2433.15,2422.88,5284720000
2017-06-19,2453.46,2453.82,2441.79,3264700000
2017-06-20,2437.03,2450.66,2436.6,3416510000
2017-06-21,2435.61,2442.23,2430.74,3594820000
2017-06-22,2434.5,2441.62,2433.27,3468210000
2017-06-23,2438.3,2441.4,2431.11,5278330000
2017-06-26,2439.07,2450.42,2437.03,3238970000
2017-06-27,2419.38,2440.15,2419.38,3563910000
2017-06-28,2440.69,2442.97,2428.02,3500800000
2017-06-29,2419.7,2442.73,2405.7,3900280000
2017-06-30,2423.41,2432.71,2421.65,3361590000
2017-07-03,2429.01,2439.17,2428.69,1962290000
2017-07-05,2432.54,2434.9,2422.05,3367220000
2017-07-06,2409.75,2424.28,2407.7,3364520000
2017-07-07,2425.18,2426.92,2413.52,2901330000
2017-07-10,2427.43,2432,2422.27,2999130000
2017-07-11,2425.53,2429.3,2412.79,3106750000
2017-07-12,2443.25,2445.76,2435.75,3171620000
2017-07-13,2447.83,2449.32,2441.69,3067670000
2017-07-14,2459.27,2463.54,2446.69,2736640000
2017-07-17,2459.14,2462.82,2457.16,2793170000
2017-07-18,2460.61,2460.92,2450.34,2962130000
2017-07-19,2473.83,2473.83,2463.85,3059760000
2017-07-20,2473.45,2477.62,2468.43,3182780000
2017-07-21,2472.54,2472.54,2465.06,3059570000
2017-07-24,2469.91,2473.1,2466.32,3010240000
2017-07-25,2477.13,2481.24,2474.91,4108060000
2017-07-26,2477.83,2481.69,2474.94,3557020000
2017-07-27,2475.42,2484.04,2459.93,3995520000
2017-07-28,2472.1,2473.53,2464.66,3294770000
2017-07-31,2470.3,2477.96,2468.53,3469210000
2017-08-01,2476.35,2478.51,2471.14,3460860000
2017-08-02,2477.57,2480.38,2466.48,3478580000
2017-08-03,2472.16,2476.03,2468.85,3645020000
2017-08-04,2476.83,2480,2472.08,3235140000
2017-08-07,2480.91,2480.95,2475.88,2931780000
2017-08-08,2474.92,2490.87,2470.32,3344640000
2017-08-09,2474.02,2474.41,2462.08,3308060000
2017-08-10,2438.21,2465.38,2437.75,3621070000
2017-08-11,2441.32,2448.09,2437.85,3159930000
2017-08-14,2465.84,2468.22,2454.96,2822550000
2017-08-15,2464.61,2468.9,2461.61,2913100000
2017-08-16,2468.11,2474.93,2463.86,2953650000
2017-08-17,2430.01,2465.02,2430.01,3142620000
2017-08-18,2425.55,2440.27,2420.69,3415680000
2017-08-21,2428.37,2430.58,2417.35,2788150000
2017-08-22,2452.51,2454.77,2433.67,2777490000
2017-08-23,2444.04,2448.91,2441.42,2785290000
2017-08-24,2438.97,2450.39,2436.19,2846590000
2017-08-25,2443.05,2453.96,2442.22,2588780000
2017-08-28,2444.24,2449.12,2439.03,2677700000
2017-08-29,2446.3,2449.19,2428.2,2737580000
2017-08-30,2457.59,2460.31,2443.77,2633660000
2017-08-31,2471.65,2475.01,2462.65,3348110000
2017-09-01,2476.55,2480.38,2473.85,2710730000
2017-09-05,2457.85,2471.97,2446.55,3490260000
2017-09-06,2465.54,2469.64,2459.2,3374410000
2017-09-07,2465.1,2468.62,2460.29,3353930000
2017-09-08,2461.43,2467.11,2459.4,3302490000
2017-09-11,2488.11,2488.95,2474.52,3291760000
2017-09-12,2496.48,2496.77,2490.37,3230920000
2017-09-13,2498.37,2498.37,2492.14,3368050000
2017-09-14,2495.62,2498.43,2491.35,3414460000
2017-09-15,2500.23,2500.23,2493.16,4853170000
2017-09-18,2503.87,2508.32,2499.92,3194300000
2017-09-19,2506.65,2507.84,2503.19,3249100000
2017-09-20,2508.24,2508.85,2496.67,3530010000
2017-09-21,2500.6,2507.16,2499,2930860000
2017-09-22,2502.22,2503.47,2496.54,2865960000
2017-09-25,2496.66,2502.54,2488.03,3297890000
2017-09-26,2496.84,2503.51,2495.12,3043110000
2017-09-27,2507.04,2511.75,2495.91,3456030000
2017-09-28,2510.06,2510.81,2502.93,3168620000
2017-09-29,2519.36,2519.44,2507.99,3211920000
2017-10-02,2529.12,2529.23,2520.4,3199730000
2017-10-03,2534.58,2535.13,2528.85,3068850000
2017-10-04,2537.74,2540.53,2531.8,3017120000
2017-10-05,2552.07,2552.51,2540.02,3045120000
2017-10-06,2549.33,2549.41,2543.79,2884570000
2017-10-09,2544.73,2551.82,2541.6,2483970000
2017-10-10,2550.64,2555.23,2544.86,2960500000
2017-10-11,2555.24,2555.24,2547.95,2976090000
2017-10-12,2550.93,2555.33,2548.31,3151510000
2017-10-13,2553.17,2557.65,2552.09,3149440000
2017-10-16,2557.64,2559.47,2552.64,2916020000
2017-10-17,2559.36,2559.71,2554.69,2889390000
2017-10-18,2561.26,2564.11,2559.67,2998090000
2017-10-19,2562.1,2562.36,2547.92,2990710000
2017-10-20,2575.21,2575.44,2567.56,3384650000
2017-10-23,2564.98,2578.29,2564.33,3211710000
2017-10-24,2569.13,2572.18,2565.58,3427330000
2017-10-25,2557.15,2567.4,2544,3874510000
2017-10-26,2560.4,2567.07,2559.8,3869050000
2017-10-27,2581.07,2582.98,2565.94,3887110000
2017-10-30,2572.83,2580.03,2568.25,3658870000
2017-10-31,2575.26,2578.29,2572.15,3827230000
2017-11-01,2579.36,2588.4,2574.92,3813180000
2017-11-02,2579.85,2581.11,2566.17,4048270000
2017-11-03,2587.84,2588.42,2576.77,3567710000
2017-11-06,2591.13,2593.38,2585.66,3539080000
2017-11-07,2590.64,2597.02,2584.35,3809650000
2017-11-08,2594.38,2595.47,2585.02,3899360000
2017-11-09,2584.62,2586.5,2566.33,3831610000
2017-11-10,2582.3,2583.81,2575.57,3486910000
2017-11-13,2584.84,2587.66,2574.48,3402930000
2017-11-14,2578.87,2579.66,2566.56,3641760000
2017-11-15,2564.62,2572.84,2557.45,3558890000
2017-11-16,2585.64,2590.09,2572.95,3312710000
2017-11-17,2578.85,2583.96,2577.62,3300160000
2017-11-20,2582.14,2584.64,2578.24,3003540000
2017-11-21,2599.03,2601.19,2589.17,3332720000
2017-11-22,2597.08,2600.94,2595.23,2762950000
2017-11-24,2602.42,2604.21,2600.42,1349780000
2017-11-27,2601.42,2606.41,2598.87,3006860000
2017-11-28,2627.04,2627.69,2605.44,3488420000
2017-11-29,2626.07,2634.89,2620.32,4078280000
2017-11-30,2647.58,2657.74,2633.93,4938490000
2017-12-01,2642.22,2650.62,2605.52,3942320000
2017-12-04,2639.44,2665.19,2639.03,4023150000
2017-12-05,2629.57,2648.72,2627.73,3539040000
2017-12-06,2629.27,2634.41,2624.75,3229000000
2017-12-07,2636.98,2640.99,2626.53,3292400000
2017-12-08,2651.5,2651.65,2644.1,3106150000
2017-12-11,2659.99,2660.33,2651.47,3091950000
2017-12-12,2664.11,2669.72,2659.78,3555680000
2017-12-13,2662.85,2671.88,2662.85,3542370000
2017-12-14,2652.01,2668.09,2652.01,3430030000
2017-12-15,2675.81,2679.63,2659.14,5723920000
2017-12-18,2690.16,2694.97,2685.92,3724660000
2017-12-19,2681.47,2694.44,2680.74,3368590000
2017-12-20,2679.25,2691.01,2676.11,3241030000
2017-12-21,2684.57,2692.64,2682.4,3273390000
2017-12-22,2683.34,2685.35,2678.13,2399830000
2017-12-26,2680.5,2682.74,2677.96,1968780000
2017-12-27,2682.62,2685.64,2678.91,2202080000
2017-12-28,2687.54,2687.66,2682.69,2153330000
2017-12-29,2673.61,2692.12,2673.61,2443490000
2018-01-02,2695.81,2695.89,2682.36,3367250000
2018-01-03,2713.06,2714.37,2697.77,3538660000
2018-01-04,2723.99,2729.29,2719.07,3695260000
2018-01-05,2743.15,2743.45,2727.92,3236620000
2018-01-08,2747.71,2748.51,2737.6,3242650000
2018-01-09,2751.29,2759.14,2747.86,3453480000
2018-01-10,2748.23,2750.8,2736.06,3576350000
2018-01-11,2767.56,2767.56,2752.78,3641320000
2018-01-12,2786.24,2787.85,2769.64,3573970000
2018-01-16,2776.42,2807.54,2768.64,4325970000
2018-01-17,2802.56,2807.04,2778.38,3778050000
2018-01-18,2798.03,2805.83,2792.56,3681470000
2018-01-19,2810.3,2810.33,2798.08,3639430000
2018-01-22,2832.97,2833.03,2808.12,3471780000
2018-01-23,2839.13,2842.24,2830.59,3519650000
